,Hotels,Prices,Descriptions,Full_Descriptions
40,Boutique Hôtel Azur,€ 696,1 double bed,"boutique Hôtel Azur is set a 3-minute walk from La Canebière, just 350 metres from Réformés Canebière Metro. It has a shaded outdoor patio surrounded by a Mediterranean garden. Rooms have free WiFi.

Accessed via a staircase, each of the Azur’s guest rooms is air-conditioned and has a private bathroom with free toiletries and a TV with satellite channels.

A continental breakfast is available in the mornings, which be enjoyed outside in summer. There are numerous restaurants and bars situated within walking distance of the Azur.

boutique Hôtel Azur has a 24-hour reception and is situated just a 10-minute walk from Marseille-Saint-Charles SNCF Train Station. The A7 is a 5-minute drive away."
41,Ibis Budget Marseille Timone,€ 474,"2 beds (1 double, 1 bunk bed)","Ibis Budget Marseille Timone is located in Marseille, a 5-minute walk from Vallier Stadium. Free WiFi access is available. Private bathroom also comes with a shower. The property is 3 km from Le Dôme Concert Hall, Vélodrome Stadium and Parc Chanot.

The hotel is 500 metres from La Timone Metro Station, 1.7 km from Castellane Metro Station and 2.1 km from Vieux Port Metro station. Marseille Provence Airport is 22 km away."
42,Studio inspiration luxury hotel Vieux-Port,€ 600,Managed by a private host,"Located in Marseille, 2.9 km from Fausse Monnaie and 500 metres from Vieux Port Metro station, Studio inspiration luxury hotel Vieux-Port offers air conditioning. The property is close to several well-known attractions, 2 km from Joliette Metro Station, 1.5 km from Marseille Saint-Charles Train Station and 1.5 km from Notre-Dame de la Garde Basilica. The property is 400 metres from the city centre and 2.2 km from Plage des Catalans.

With free WiFi, this 1-bedroom apartment provides a flat-screen TV and a kitchen with an oven and microwave. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Saint-Ferreol Street, Castellane Metro Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 22 km from Studio inspiration luxury hotel Vieux-Port."
43,Studio L'Académie - Vieux Port & Cours Julien,€ 661,Managed by a private host,"Offering city views, Studio L'Académie - Vieux Port & Cours Julien is an accommodation located in Marseille, 400 metres from Saint-Ferreol Street and 1.2 km from Castellane Metro Station. The property is around 2.6 km from La Timone Metro Station, 1.9 km from Notre-Dame de la Garde Basilica and 1.8 km from Joliette Metro Station. The property is 700 metres from the city centre and 2.3 km from Plage des Catalans.

With free WiFi, this apartment provides a TV, a washing machine and a fully equipped kitchen with a microwave and toaster. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from Studio L'Académie - Vieux Port & Cours Julien."
44,Le St Fée - Nid douillet à 100m du vieux port,€ 635,Managed by a private host,"In the Vieux Port - La Canebière district of Marseille, close to Saint-Ferreol Street, Le St Fée - Nid douillet à 100m du vieux port has free WiFi and a washing machine. It is set 1.3 km from Castellane Metro Station and offers a 24-hour front desk. The property is 2.1 km from Plage des Catalans, and within 600 metres of the city centre.

The 1-bedroom apartment is fitted with a living room with a flat-screen TV with streaming services, a fully equipped kitchen with an oven and a toaster, and 1 bathroom with a hair dryer. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

There is a coffee shop on-site.

You can play billiards at the apartment.

Popular points of interest near Le St Fée - Nid douillet à 100m du vieux port include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
45,Hôtel Life Marseille VP - Vieux Port,€ 847,1 double bed,"Hôtel Life Marseille VP - Vieux Port is set in an 18th-century stone building opposite the Vieux Port in Marseille's city centre. Recently renovated It offers panoramic harbour views and rooms with free WiFi. The property features a lift that runs from the first floor and staircase access to reception and the first floor.

Each guest room at Life is soundproofed, air conditioned and has a view of the harbour or the courtyard. There is a flat-screen satellite TV. The modern bathrooms are equipped with a bath or a shower and eco-friendly toiletries.

Guests can enjoy a daily buffet breakfast, served in the lobby. The staff at Life are available to assist you 24 hours a day.

The lobby is also a place where you can meet other guests staying at the hotel.

Life Hotel is 100 metres from the Vieux-Port Metro Station and Marseille's main road, La Canebière. The Saint Charles SNCF Station is a 15-minute walk away."
46,Hotel Belle-Vue Vieux-Port,"€ 1,220",1 double bed,"Located on Marseille Vieux Port, Hotel Belle-Vue Vieux-Port is an eco-friendly hotel offering views of the Notre-Dame de la Garde, Saint Jean Fort and Pharo Garden. Set in a typical Marseillaise building, it has a cocktail bar and an wrought-iron central staircase dating from 1900. Free WiFi access is available.

Each room at the Hotel Belle-Vue is also equipped with air-conditioning and a flat-screen satellite TV, and most have large windows with views of the port. The private bathrooms have a hairdryer and either a shower or a bathtub. Ironing facilities are available.

A continental breakfast is provided daily and can be enjoyed in the guest rooms. The hotel’s restaurant serves traditional cuisine from the south of France. La Caravelle cocktail bar has a balcony where guests can enjoy a drink.

The 24-hour reception offers local tourist information and newspapers are available every morning.

Hotel Belle-Vue Vieux-Port is just 250 metres from the Vieux-Port Hotel de Ville Metro station, which provides direct access to the Saint Charles Train Station."
47,Les Appartements du Vieux Port,€ 780,1 large double bed,"Located in the centre of Marseille, Les Appartements du Vieux Port is 150 metres from the Old Port. The apartments offer free WiFi and a modern-style décor.

All apartments feature a flat-screen TV, a seating area and a wardrobe. The private bathroom includes a shower.

Guests can prepare their own meals in the kitchen, which is equipped with kitchenware, an oven and a fridge. A stove, a coffee machine are also provided, and some apartments have a dishwasher.

Les Appartements du Vieux Port is a 2-minute drive from the Opera and 170 metres from the Marseille Tourism Office. A large range of restaurants, cafés and shops can be found in the area."
48,NOCNOC - Le Renversant,"€ 3,656","5 beds (2 doubles, 1 sofa bed, 2 large doubles)","Set in Marseille, near Saint-Ferreol Street, Castellane Metro Station and Vieux Port Metro station, NOCNOC - Le Renversant features free WiFi. The property is around 2.6 km from La Timone Metro Station, 1.8 km from Joliette Metro Station and 3.2 km from Palais du Pharo. The property is 700 metres from the city centre and 2.3 km from Plage des Catalans.

The spacious apartment has 4 bedrooms, a fully equipped kitchen with a dishwasher and an oven, and 3 bathrooms with a hot tub, a hair dryer and a washing machine. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Museum of European and Mediterranean Civilisations and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from NOCNOC - Le Renversant."
49,SUD PASSION - Fada Vieux Port - Calme - Linge de qualité - Lit king size - Fibre,€ 863,Managed by a private host,"Located in the centre of Marseille, just 1.6 km from Plage des Catalans and 2.5 km from Fausse Monnaie, SUD PASSION - Fada Vieux Port - Calme - Linge de qualité - Lit king size - Fibre provides accommodation with inner courtyard views and free WiFi. This property is set a short distance from attractions such as Castellane Metro Station, Museum of European and Mediterranean Civilisations, and Joliette Metro Station. The property is non-smoking and is situated 2.7 km from Plage de Maldorme.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a walk-in shower and a hair dryer. Towels and bed linen are featured in the apartment. At the apartment, there is a dressing room for guests to change in.

Popular points of interest near SUD PASSION - Fada Vieux Port - Calme - Linge de qualité - Lit king size - Fibre include Vieux Port Metro station, Saint-Ferreol Street and Palais du Pharo. The nearest airport is Marseille Provence Airport, 22 km from the accommodation."
